,Village,Block,District,Latitude,Longitude
0,Agartoli,Angara,Ranchi,23.376190185546875,85.43927764892578
1,Angara,Angara,Ranchi,23.376190185546875,85.43927764892578
2,Asri,Angara,Ranchi,23.357210159301758,85.66690063476562
3,Badri,Angara,Ranchi,23.43267059326172,85.63327026367188
4,Baheya,Angara,Ranchi,23.370399475097656,85.48793029785156
5,Bakshidih,Angara,Ranchi,23.376190185546875,85.43927764892578
6,Banpur,Angara,Ranchi,23.334060668945312,85.52617645263672
7,Barkigorang,Angara,Ranchi,23.426820755004883,85.57050323486328
8,Barwadag,Angara,Ranchi,23.360689163208008,85.68608093261719
9,Benadag,Angara,Ranchi,23.376190185546875,85.43927764892578
10,Berwari,Angara,Ranchi,23.39995002746582,85.47669219970703
11,Beti(Benti),Angara,Ranchi,23.40806007385254,85.60739135742188
12,Bisa,Angara,Ranchi,23.39533042907715,85.5613784790039
13,Bongaibera,Angara,Ranchi,23.361560821533203,85.51692199707031
14,Buki,Angara,Ranchi,23.431089401245117,85.56249237060547
15,Burhibera,Angara,Ranchi,23.34627914428711,85.49939727783203
16,Chaldag,Angara,Ranchi,23.376190185546875,85.43927764892578
17,Chatra,Angara,Ranchi,23.376190185546875,85.43927764892578
18,Cheldagsoso,Angara,Ranchi,23.4094295501709,85.4936294555664
19,Dahua,Angara,Ranchi,23.381860733032227,85.61872100830078
20,Dhurleta,Angara,Ranchi,23.387550354003906,85.5733413696289
21,Dimra,Angara,Ranchi,23.398929595947266,85.6530532836914
22,Dokad,Angara,Ranchi,23.385700225830078,85.61662292480469
23,Dumargarhi,Angara,Ranchi,23.341289520263672,85.65991973876953
24,Getalsud,Angara,Ranchi,23.376190185546875,85.43927764892578
25,Guridih,Angara,Ranchi,23.359220504760742,85.61184692382812
26,Gutidih,Angara,Ranchi,23.399869918823242,85.66545104980469
27,Hahe,Angara,Ranchi,23.378610610961914,85.4938735961914
28,Hapatbera,Angara,Ranchi,23.346569061279297,85.59272003173828
29,Haratu,Angara,Ranchi,23.47825050354004,85.59893035888672
30,Hesal,Angara,Ranchi,23.399539947509766,85.46569061279297
31,Hesatu,Angara,Ranchi,23.462200164794922,85.60974884033203
32,Heslabera,Angara,Ranchi,23.35024070739746,85.56503295898438
33,Hundru,Angara,Ranchi,23.437719345092773,85.68135070800781
34,Id,Angara,Ranchi,23.376190185546875,85.43927764892578
35,Ikarhatu,Angara,Ranchi,23.376220703125,85.65599060058594
36,Jamuari,Angara,Ranchi,23.376190185546875,85.43927764892578
37,Janum,Angara,Ranchi,23.397279739379883,85.50834655761719
38,Jaradih,Angara,Ranchi,23.374309539794922,85.6528091430664
39,Jaratoli,Angara,Ranchi,23.368440628051758,85.60845947265625
40,Jarga,Angara,Ranchi,23.32408905029297,85.57041931152344
41,Jaspur,Angara,Ranchi,29.28318977355957,78.8254623413086
42,Jidu,Angara,Ranchi,23.343650817871094,85.59638214111328
43,Jonha,Angara,Ranchi,23.376190185546875,85.43927764892578
44,Kamta,Angara,Ranchi,23.399219512939453,85.62490844726562
45,Kashidih,Angara,Ranchi,23.363100051879883,85.64186096191406
46,Koynardih,Angara,Ranchi,23.332250595092773,85.61537170410156
47,Kuchu,Angara,Ranchi,23.42616081237793,85.6524429321289
48,Ladhuptola,Angara,Ranchi,23.376190185546875,85.43927764892578
49,Lalgarh,Angara,Ranchi,23.376190185546875,85.43927764892578
50,Lepsar,Angara,Ranchi,23.37973976135254,85.59339141845703
51,Lupung,Angara,Ranchi,23.369190216064453,85.49241638183594
52,Maheshpur,Angara,Ranchi,23.376190185546875,85.43927764892578
53,Malghonghsa,Angara,Ranchi,23.474960327148438,85.60877227783203
54,Masniya,Angara,Ranchi,23.376190185546875,85.43927764892578
55,Masu,Angara,Ranchi,23.393280029296875,85.45433044433594
56,Merha,Angara,Ranchi,23.334260940551758,85.58641052246094
57,Mungadih,Angara,Ranchi,23.39126968383789,85.6396713256836
58,Musangu,Angara,Ranchi,23.37925910949707,85.63556671142578
59,Narayansoso,Angara,Ranchi,23.40584945678711,85.51721954345703
60,Nawadih,Angara,Ranchi,23.38813018798828,85.64781951904297
61,Nawagarh,Angara,Ranchi,23.422359466552734,85.6224365234375
62,Obar(Ober),Angara,Ranchi,23.42169952392578,85.63578033447266
63,Orwabera,Angara,Ranchi,23.38227081298828,85.66445922851562
64,Pahar Singh,Angara,Ranchi,23.376190185546875,85.43927764892578
65,Paika,Angara,Ranchi,23.331409454345703,85.54531860351562
66,Pailada Or Nagraberadegadegi,Angara,Ranchi,23.376190185546875,85.43927764892578
67,Pertol,Angara,Ranchi,23.376190185546875,85.43927764892578
68,Rajadera,Angara,Ranchi,23.373929977416992,85.54046630859375
69,Rangamati,Angara,Ranchi,23.433269500732422,85.58387756347656
70,Resham,Angara,Ranchi,23.376190185546875,85.43927764892578
71,Rupru,Angara,Ranchi,23.378639221191406,85.59078979492188
72,Saheda,Angara,Ranchi,23.376190185546875,85.43927764892578
73,Salhan,Angara,Ranchi,23.376190185546875,85.43927764892578
74,Sarugori,Angara,Ranchi,23.376190185546875,85.43927764892578
75,Simaliya,Angara,Ranchi,23.376190185546875,85.43927764892578
76,Singari,Angara,Ranchi,23.416030883789062,85.67781066894531
77,Sirka,Angara,Ranchi,23.41507911682129,85.53780364990234
78,Sitadih,Angara,Ranchi,23.357229232788086,85.67652893066406
79,Soso,Angara,Ranchi,23.44651985168457,85.58950805664062
80,Sursu,Angara,Ranchi,23.376190185546875,85.43927764892578
81,Tati,Angara,Ranchi,23.39720916748047,85.70313262939453
82,Turup,Angara,Ranchi,23.376190185546875,85.43927764892578
83,Asro,Bero,Ranchi,23.24435043334961,84.91988372802734
84,Baid Khijri,Bero,Ranchi,23.27263069152832,84.92401885986328
85,Balirampur,Bero,Ranchi,23.35902976989746,84.97026062011719
86,Banri,Bero,Ranchi,23.330869674682617,84.98799133300781
87,Baridih,Bero,Ranchi,23.29006004333496,85.001708984375
88,Bero,Bero,Ranchi,23.27263069152832,84.92401885986328
89,Bhainsadon,Bero,Ranchi,23.38125991821289,84.93598175048828
90,Bhasnanda,Bero,Ranchi,23.267839431762695,84.99413299560547
91,Bilti,Bero,Ranchi,23.349910736083984,84.90914154052734
92,Boda,Bero,Ranchi,23.265600204467773,84.99462890625
93,Chachkapi,Bero,Ranchi,23.327299118041992,84.94940185546875
94,Chachkapi,Bero,Ranchi,23.327299118041992,84.94940185546875
95,Changani,Bero,Ranchi,23.343839645385742,85.05378723144531
96,Chanho,Bero,Ranchi,23.365829467773438,84.96566009521484
97,Chankapi,Bero,Ranchi,23.27263069152832,84.92401885986328
98,Chapadih,Bero,Ranchi,23.37602996826172,84.95404052734375
99,Charma,Bero,Ranchi,23.25469970703125,84.9830322265625
100,Childiri,Bero,Ranchi,23.290170669555664,84.9627914428711
101,Darsita,Bero,Ranchi,23.364280700683594,84.94686889648438
102,Dighiya,Bero,Ranchi,23.307939529418945,84.96978759765625
103,Donrkanrriya,Bero,Ranchi,23.27263069152832,84.92401885986328
104,Doranda,Bero,Ranchi,23.39221954345703,84.90222930908203
105,Dumardon,Bero,Ranchi,55.94316864013672,-4.570099830627441
106,Dumri,Bero,Ranchi,23.210189819335938,84.95188903808594
107,Duru,Bero,Ranchi,23.356359481811523,85.03819274902344
108,Garri,Bero,Ranchi,23.221860885620117,84.95639038085938
109,Ghaghra,Bero,Ranchi,23.287269592285156,84.92938995361328
110,Harhanji,Bero,Ranchi,23.263259887695312,85.01947021484375
111,Hariharpur Jamtoli,Bero,Ranchi,23.265779495239258,85.02472686767578
112,Hathu,Bero,Ranchi,23.266870498657227,84.94129943847656
113,Hulsi,Bero,Ranchi,23.27263069152832,84.92401885986328
114,Hutar,Bero,Ranchi,23.253280639648438,85.03060913085938
115,Hutri,Bero,Ranchi,23.243040084838867,84.93509674072266
116,Irri,Bero,Ranchi,23.36094093322754,85.00131225585938
117,Ita,Bero,Ranchi,23.376419067382812,84.99732971191406
118,Ita,Bero,Ranchi,23.376419067382812,84.99732971191406
119,Jahanabaj,Bero,Ranchi,23.24633026123047,84.98564910888672
120,Jamuni,Bero,Ranchi,23.243289947509766,84.9957275390625
121,Jariya,Bero,Ranchi,23.292200088500977,85.04808044433594
122,Kadojora,Bero,Ranchi,23.26991081237793,84.95198059082031
123,Kairo,Bero,Ranchi,23.268129348754883,84.90785217285156
124,Karanji,Bero,Ranchi,23.305849075317383,84.99646759033203
125,Karge,Bero,Ranchi,23.375,84.89148712158203
126,Karkari,Bero,Ranchi,23.388519287109375,84.93267059326172
127,Katarmali,Bero,Ranchi,23.27263069152832,84.92401885986328
128,Kerabhita,Bero,Ranchi,23.27263069152832,84.92401885986328
129,Kesa,Bero,Ranchi,23.318239212036133,85.04783630371094
130,Khanrdiuri,Bero,Ranchi,23.27263069152832,84.92401885986328
131,Khatanga,Bero,Ranchi,23.316560745239258,84.99900817871094
132,Khirda,Bero,Ranchi,23.26119041442871,84.95467376708984
133,Khukhra,Bero,Ranchi,23.339380264282227,84.92194366455078
134,Konkre,Bero,Ranchi,23.28376007080078,84.91799926757812
135,Kotpali,Bero,Ranchi,16.701400756835938,82.03939819335938
136,Kudarko,Bero,Ranchi,23.314760208129883,84.98040771484375
137,Lamkara,Bero,Ranchi,23.27263069152832,84.92401885986328
138,Madhupur,Bero,Ranchi,23.280559539794922,84.9308090209961
139,Mahru,Bero,Ranchi,23.268369674682617,84.992431640625
140,Mahugaon,Bero,Ranchi,23.352590560913086,85.00128173828125
141,Makunda,Bero,Ranchi,23.389650344848633,84.97064971923828
142,Masiatu,Bero,Ranchi,23.27263069152832,84.92401885986328
143,Masu,Bero,Ranchi,23.280860900878906,85.05111694335938
144,Muramu,Bero,Ranchi,23.28215980529785,85.04447174072266
145,Murto,Bero,Ranchi,23.351839065551758,84.9846420288086
146,Nagri,Bero,Ranchi,23.28628921508789,84.98593139648438
147,Nari,Bero,Ranchi,23.27263069152832,84.92401885986328
148,Narkopi,Bero,Ranchi,23.382080078125,84.96871948242188
149,Nehalukapariya,Bero,Ranchi,23.211570739746094,84.97982025146484
150,Paharkanrriya,Bero,Ranchi,23.3510799407959,84.95516204833984
151,Pandra,Bero,Ranchi,23.27263069152832,84.92401885986328
152,Puriya,Bero,Ranchi,23.27263069152832,84.92401885986328
153,Roghadihpatratoli,Bero,Ranchi,23.210580825805664,84.95886993408203
154,Rogo,Bero,Ranchi,23.245189666748047,84.9705810546875
155,Rora Alias Garhatoli,Bero,Ranchi,23.340320587158203,85.02049255371094
156,Semra,Bero,Ranchi,23.32880973815918,85.03984069824219
157,Sero,Bero,Ranchi,23.377899169921875,84.92188262939453
158,Sijhuwa,Bero,Ranchi,23.269350051879883,84.93576049804688
159,Singarsarai,Bero,Ranchi,23.280229568481445,84.90120697021484
160,Suartoli,Bero,Ranchi,23.27263069152832,84.92401885986328
161,Tengriya,Bero,Ranchi,23.320640563964844,84.95890808105469
162,Tengriya,Bero,Ranchi,23.320640563964844,84.95890808105469
163,Tero,Bero,Ranchi,23.33514976501465,85.00128936767578
164,Tikratoli,Bero,Ranchi,23.34324073791504,85.06017303466797
165,Tuko,Bero,Ranchi,23.314420700073242,84.95130157470703
166,Tutlo,Bero,Ranchi,23.382099151611328,84.97924041748047
167,Alna,Bundu,Ranchi,23.171300888061523,85.61573028564453
168,Amjora,Bundu,Ranchi,23.146949768066406,85.58737182617188
169,Anredih,Bundu,Ranchi,23.116409301757812,85.56009674072266
170,Arradih,Bundu,Ranchi,23.16431999206543,85.56112670898438
171,Baghadih,Bundu,Ranchi,23.16400909423828,85.58895111083984
172,Bahadih,Bundu,Ranchi,23.19124984741211,85.61151123046875
173,Banaburu,Bundu,Ranchi,52.06148910522461,-1.3398900032043457
174,Baredih,Bundu,Ranchi,23.13429069519043,85.58484649658203
175,Barkolma,Bundu,Ranchi,23.19029998779297,85.57911682128906
176,Baruhatu,Bundu,Ranchi,23.196439743041992,85.6013412475586
177,Baruhatu,Bundu,Ranchi,23.196439743041992,85.6013412475586
178,Bera,Bundu,Ranchi,23.156810760498047,85.47057342529297
179,Besradih,Bundu,Ranchi,23.227489471435547,85.54299926757812
180,Bhabhri,Bundu,Ranchi,23.15290069580078,85.61546325683594
181,Bhorangadih,Bundu,Ranchi,23.189189910888672,85.61311340332031
182,Bhurkunda,Bundu,Ranchi,23.217439651489258,85.54833984375
183,Bichahatu,Bundu,Ranchi,23.16400909423828,85.58895111083984
184,Buchadih,Bundu,Ranchi,23.14958953857422,85.5321273803711
185,Bundu (NP),Bundu,Ranchi,23.16400909423828,85.58895111083984
186,Burhadih,Bundu,Ranchi,23.16400909423828,85.58895111083984
187,Burudih,Bundu,Ranchi,23.1583309173584,85.6383285522461
188,Chhotkolma,Bundu,Ranchi,23.177499771118164,85.58148956298828
189,Chitodih,Bundu,Ranchi,23.18277931213379,85.62325286865234
190,Churgi,Bundu,Ranchi,23.12718963623047,85.48745727539062
191,Chutru,Bundu,Ranchi,23.170259475708008,85.54303741455078
192,Dahudih,Bundu,Ranchi,23.180410385131836,85.4754867553711
193,Dalkidih,Bundu,Ranchi,23.172489166259766,85.62445831298828
194,Damari,Bundu,Ranchi,23.1666202545166,85.6022720336914
195,Dami,Bundu,Ranchi,23.16400909423828,85.58895111083984
196,Daruhatu,Bundu,Ranchi,23.12891960144043,85.52655029296875
197,Edalhatu,Bundu,Ranchi,23.182859420776367,85.56997680664062
198,Erkia,Bundu,Ranchi,23.16400909423828,85.58895111083984
199,Gabhreya,Bundu,Ranchi,23.16400909423828,85.58895111083984
200,Ghaghrabera,Bundu,Ranchi,23.221439361572266,85.52533721923828
201,Gilutikar,Bundu,Ranchi,23.16400909423828,85.58895111083984
202,Gosanidih,Bundu,Ranchi,23.13541030883789,85.6173324584961
203,Gowaidih,Bundu,Ranchi,23.195409774780273,85.54495239257812
204,Gutuhatu,Bundu,Ranchi,23.147369384765625,85.6292724609375
205,Haludih,Bundu,Ranchi,23.22433090209961,85.56282043457031
206,Hanjed,Bundu,Ranchi,23.15637969970703,85.49263763427734
207,Hesapiri,Bundu,Ranchi,23.19300079345703,85.53955078125
208,Hethburhadih,Bundu,Ranchi,23.16400909423828,85.58895111083984
209,Huanghatu,Bundu,Ranchi,23.130170822143555,85.53819274902344
210,Humta,Bundu,Ranchi,23.16400909423828,85.58895111083984
211,Husirhatu,Bundu,Ranchi,23.177289962768555,85.47920227050781
212,Jamgami,Bundu,Ranchi,23.203779220581055,85.5827407836914
213,Jareya,Bundu,Ranchi,23.16400909423828,85.58895111083984
214,Jojoda,Bundu,Ranchi,23.159690856933594,85.54004669189453
215,Kadrudih,Bundu,Ranchi,23.227489471435547,85.55966186523438
216,Kajibaru,Bundu,Ranchi,23.16400909423828,85.58895111083984
217,Kanchi,Bundu,Ranchi,23.121749877929688,85.6224136352539
218,Karambu,Bundu,Ranchi,23.120479583740234,85.56656646728516
219,Karkadih,Bundu,Ranchi,23.16400909423828,85.58895111083984
220,Khudimadkam,Bundu,Ranchi,23.16400909423828,85.58895111083984
221,Kolanghatu,Bundu,Ranchi,23.192880630493164,85.47749328613281
222,Korda,Bundu,Ranchi,23.168359756469727,85.52275085449219
223,Kuchidih,Bundu,Ranchi,23.220739364624023,85.5758285522461
224,Labga,Bundu,Ranchi,23.170650482177734,85.47457122802734
225,Lepadih,Bundu,Ranchi,23.152820587158203,85.66397857666016
226,Loahatu,Bundu,Ranchi,23.118839263916016,85.50110626220703
227,Lotehatu,Bundu,Ranchi,23.19654083251953,85.59087371826172
228,Madhukama,Bundu,Ranchi,23.190959930419922,85.59262084960938
229,Moisodih,Bundu,Ranchi,23.16400909423828,85.58895111083984
230,Murgidih,Bundu,Ranchi,23.191600799560547,85.46865844726562
231,Nawadih,Bundu,Ranchi,23.219989776611328,85.54376220703125
232,Nehalgara,Bundu,Ranchi,23.207399368286133,85.52023315429688
233,Neuri,Bundu,Ranchi,23.162389755249023,85.62709045410156
234,Pancha,Bundu,Ranchi,23.198509216308594,85.4951400756836
235,Pangura,Bundu,Ranchi,23.120899200439453,85.59188079833984
236,Pansakam,Bundu,Ranchi,23.16400909423828,85.58895111083984
237,Paramdih,Bundu,Ranchi,23.16400909423828,85.58895111083984
238,Pawadih,Bundu,Ranchi,23.162540435791016,85.61167907714844
239,Ramtola,Bundu,Ranchi,23.16400909423828,85.58895111083984
240,Reda,Bundu,Ranchi,23.154050827026367,85.55023193359375
241,Reladih,Bundu,Ranchi,23.19662094116211,85.62493896484375
242,Roredih,Bundu,Ranchi,23.214309692382812,85.56201934814453
243,Salgadih,Bundu,Ranchi,23.184730529785156,85.5595474243164
244,Sarjamdih,Bundu,Ranchi,23.129039764404297,85.51622772216797
245,Singardih,Bundu,Ranchi,23.16400909423828,85.58895111083984
246,Sirkadih,Bundu,Ranchi,23.15192985534668,85.64373779296875
247,Sumandih,Bundu,Ranchi,23.126880645751953,85.64553833007812
248,Sutilong,Bundu,Ranchi,23.143390655517578,85.6686782836914
249,Taimara,Bundu,Ranchi,23.196550369262695,85.50074768066406
250,Tau,Bundu,Ranchi,23.173219680786133,85.59789276123047
251,Tilaimarcha,Bundu,Ranchi,23.191320419311523,85.63540649414062
252,Tirildih,Bundu,Ranchi,23.14965057373047,85.55313873291016
253,Tisro,Bundu,Ranchi,23.16400909423828,85.58895111083984
254,Tunju,Bundu,Ranchi,23.124940872192383,85.60774993896484
255,Ulida,Bundu,Ranchi,23.16400909423828,85.58895111083984
256,Aktan,Burmu,Ranchi,23.63129997253418,85.11144256591797
257,Anatu,Burmu,Ranchi,23.597400665283203,85.18353271484375
258,Ara,Burmu,Ranchi,23.57707977294922,85.0531997680664
259,Ara,Burmu,Ranchi,23.57707977294922,85.0531997680664
260,Arid,Burmu,Ranchi,23.645170211791992,85.16844940185547
261,Arra (Arara),Burmu,Ranchi,23.57278060913086,85.1314697265625
262,Bangaon,Burmu,Ranchi,23.528400421142578,85.10243225097656
263,Baraudi,Burmu,Ranchi,23.514530181884766,85.20339965820312
264,Bare,Burmu,Ranchi,23.55828094482422,85.16670227050781
265,Barkamuru,Burmu,Ranchi,23.60123062133789,85.14939880371094
266,Basri (Banoari),Burmu,Ranchi,23.514429092407227,85.1919937133789
267,Berwari,Burmu,Ranchi,23.53965950012207,85.18192291259766
268,Bhantboreya,Burmu,Ranchi,23.57278060913086,85.1314697265625
269,Binja,Burmu,Ranchi,23.667030334472656,85.21244812011719
270,Burmu,Burmu,Ranchi,23.570756912231445,85.13246154785156
271,Chaingara,Burmu,Ranchi,23.598880767822266,85.21508026123047
272,Chakme,Burmu,Ranchi,23.58272933959961,85.1563720703125
273,Chalniya (Chalaniya),Burmu,Ranchi,23.57278060913086,85.1314697265625
274,Chanya,Burmu,Ranchi,23.54853057861328,85.08094024658203
275,Chapra,Burmu,Ranchi,23.6877498626709,85.20738220214844
276,Churugara,Burmu,Ranchi,23.700389862060547,85.18788146972656
277,Dandiya,Burmu,Ranchi,23.509689331054688,85.14935302734375
278,Erud,Burmu,Ranchi,23.615379333496094,85.1720199584961
279,Geswe,Burmu,Ranchi,23.574209213256836,85.19477844238281
280,Ginjothakurgaon,Burmu,Ranchi,23.511890411376953,85.17131805419922
281,Gurgain,Burmu,Ranchi,28.477609634399414,77.06947326660156
282,Gutru,Burmu,Ranchi,23.57278060913086,85.1314697265625
283,Hatnai,Burmu,Ranchi,23.57278060913086,85.1314697265625
284,Hendag,Burmu,Ranchi,23.57278060913086,85.1314697265625
285,Hering,Burmu,Ranchi,23.643230438232422,85.20287322998047
286,Hesalpiri,Burmu,Ranchi,23.542560577392578,85.20616912841797
287,Hisri,Burmu,Ranchi,23.514419555664062,85.18171691894531
288,Hutpai,Burmu,Ranchi,23.60943031311035,85.1330795288086
289,Ichapiri,Burmu,Ranchi,23.5969295501709,85.14301300048828
290,Ithe,Burmu,Ranchi,23.494400024414062,85.18602752685547
291,Kanadih,Burmu,Ranchi,23.595199584960938,85.08709716796875
292,Kander,Burmu,Ranchi,23.63067054748535,85.15123748779297
293,Karamba,Burmu,Ranchi,23.611530303955078,85.04266357421875
294,Kaskoma,Burmu,Ranchi,23.544279098510742,85.07013702392578
295,Katangdiri,Burmu,Ranchi,23.57111930847168,85.21549987792969
296,Kedli,Burmu,Ranchi,23.622390747070312,85.1423568725586
297,Kewtia,Burmu,Ranchi,23.490489959716797,85.19705963134766
298,Khakhra,Burmu,Ranchi,23.503629684448242,85.1899185180664
299,Koejam,Burmu,Ranchi,23.64328956604004,85.1488265991211
300,Korabar,Burmu,Ranchi,23.548620223999023,85.19490814208984
301,Kori,Burmu,Ranchi,23.58060073852539,85.18981170654297
302,Kotari,Burmu,Ranchi,23.57278060913086,85.1314697265625
303,Kulwe,Burmu,Ranchi,23.531320571899414,85.16889953613281
304,Lawagara,Burmu,Ranchi,23.588499069213867,85.17130279541016
305,Lothmana,Burmu,Ranchi,23.59115982055664,85.07360076904297
306,Makka,Burmu,Ranchi,23.58816909790039,85.12496185302734
307,Manatu,Burmu,Ranchi,23.557039260864258,85.18225860595703
308,Matwe,Burmu,Ranchi,23.577089309692383,85.175537109375
309,Mohanpur,Burmu,Ranchi,23.505830764770508,85.18418884277344
310,Muna,Burmu,Ranchi,23.5976505279541,85.0416488647461
311,Murgi,Burmu,Ranchi,23.56662940979004,85.08512878417969
312,Murumgara,Burmu,Ranchi,23.477989196777344,85.16515350341797
313,Murupiri,Burmu,Ranchi,23.585399627685547,85.08719635009766
314,Murwe,Burmu,Ranchi,23.524280548095703,85.1183090209961
315,Nauj,Burmu,Ranchi,23.52775001525879,85.15128326416016
316,Ojhasaram,Burmu,Ranchi,23.593860626220703,85.06057739257812
317,Patkai,Burmu,Ranchi,23.549800872802734,85.05792999267578
318,Piraguttu,Burmu,Ranchi,23.557920455932617,85.09779357910156
319,Rol,Burmu,Ranchi,23.5772705078125,85.16417694091797
320,Salhan,Burmu,Ranchi,23.595539093017578,85.20622253417969
321,Saram,Burmu,Ranchi,23.559669494628906,85.04786682128906
322,Sarle,Burmu,Ranchi,23.650800704956055,85.11170959472656
323,Sidraul,Burmu,Ranchi,23.55677032470703,85.14505767822266
324,Siram,Burmu,Ranchi,23.625049591064453,85.10655975341797
325,Soba,Burmu,Ranchi,23.5327205657959,85.18155670166016
326,Sosai,Burmu,Ranchi,23.58272933959961,85.1563720703125
327,Sumu,Burmu,Ranchi,23.651220321655273,85.12992095947266
328,Surid,Burmu,Ranchi,23.55579948425293,85.1921615600586
329,Turmuli,Burmu,Ranchi,23.53380012512207,85.19062805175781
330,Ulatu,Burmu,Ranchi,23.619340896606445,85.12127685546875
331,Umedanda,Burmu,Ranchi,23.624530792236328,85.16134643554688
332,Usku,Burmu,Ranchi,23.54463005065918,85.04296875
333,Ara,Chanho,Ranchi,23.55120086669922,84.97310638427734
334,Bachhau,Chanho,Ranchi,23.532119750976562,84.99080657958984
335,Badri,Chanho,Ranchi,23.532089233398438,84.97824096679688
336,Balsokra,Chanho,Ranchi,23.527589797973633,84.92594146728516
337,Barhe,Chanho,Ranchi,23.466350555419922,85.00244903564453
338,Bejang,Chanho,Ranchi,23.45421028137207,85.01680755615234
339,Betlangi,Chanho,Ranchi,23.5341796875,84.96060943603516
340,Beyasi,Chanho,Ranchi,23.410959243774414,84.91162109375
341,Birra,Chanho,Ranchi,23.5406494140625,84.92838287353516
342,Buchaopa,Chanho,Ranchi,23.492229461669922,84.95123291015625
343,Chaliyo,Chanho,Ranchi,23.49720001220703,84.99120330810547
344,Chama,Chanho,Ranchi,23.59971046447754,85.0217514038086
345,Chamranga,Chanho,Ranchi,23.49720001220703,84.99120330810547
346,Chancho,Chanho,Ranchi,23.46759033203125,85.0448226928711
347,Chanho,Chanho,Ranchi,23.49720001220703,84.99120330810547
348,Chatwal,Chanho,Ranchi,23.506860733032227,84.97125244140625
349,Chora,Chanho,Ranchi,23.560489654541016,85.0197525024414
350,Choreya,Chanho,Ranchi,23.494279861450195,85.06295013427734
351,Chutyo,Chanho,Ranchi,23.49720001220703,84.99120330810547
352,Ganeshpur,Chanho,Ranchi,23.477310180664062,84.94381713867188
353,Goke,Chanho,Ranchi,23.420970916748047,84.92916870117188
354,Gutua,Chanho,Ranchi,23.486629486083984,85.050048828125
355,Harra,Chanho,Ranchi,23.505279541015625,85.0970230102539
356,Hatri,Chanho,Ranchi,23.49720001220703,84.99120330810547
357,Hondpiri,Chanho,Ranchi,23.444360733032227,84.92102813720703
358,Honhe,Chanho,Ranchi,23.49720001220703,84.99120330810547
359,Hurhuri,Chanho,Ranchi,23.433820724487305,84.94798278808594
360,Hutar,Chanho,Ranchi,23.468090057373047,85.02986145019531
361,Jaipur,Chanho,Ranchi,23.46780014038086,84.95658874511719
362,Kamta,Chanho,Ranchi,23.49720001220703,84.99120330810547
363,Kanjgi,Chanho,Ranchi,23.49720001220703,84.99120330810547
364,Karambo,Chanho,Ranchi,23.52573013305664,84.99288177490234
365,Karkat,Chanho,Ranchi,23.47854995727539,85.03157043457031
366,Kataiya,Chanho,Ranchi,23.484939575195312,84.99812316894531
367,Koko,Chanho,Ranchi,23.48126983642578,84.97200012207031
368,Kullu,Chanho,Ranchi,23.43691062927246,84.91349029541016
369,Lepsar,Chanho,Ranchi,23.51495933532715,85.08833312988281
370,Lundri,Chanho,Ranchi,23.46714973449707,84.99122619628906
371,Lupunga,Chanho,Ranchi,23.486780166625977,84.94979095458984
372,Lurangi,Chanho,Ranchi,23.49720001220703,84.99120330810547
373,Madai,Chanho,Ranchi,23.414579391479492,84.91667938232422
374,Madhukam,Chanho,Ranchi,23.503559112548828,85.09293365478516
375,Mahthatoli,Chanho,Ranchi,23.479150772094727,85.05683135986328
376,Masmano,Chanho,Ranchi,23.51049041748047,84.9830093383789
377,Melani,Chanho,Ranchi,23.461820602416992,84.929443359375
378,Murto,Chanho,Ranchi,23.45155906677246,84.9256362915039
379,Naudi,Chanho,Ranchi,23.4254207611084,84.94534301757812
380,Nunhu,Chanho,Ranchi,23.49880027770996,85.07884216308594
381,Opa,Chanho,Ranchi,23.51049041748047,84.96145629882812
382,Pakaria,Chanho,Ranchi,23.49720001220703,84.99120330810547
383,Patratu,Chanho,Ranchi,23.537010192871094,84.94258117675781
384,Patuk,Chanho,Ranchi,23.526660919189453,84.94715881347656
385,Pondri,Chanho,Ranchi,23.49720001220703,84.99120330810547
386,Raghunathpur,Chanho,Ranchi,23.483360290527344,84.96360778808594
387,Rakadih,Chanho,Ranchi,23.51589012145996,84.97354125976562
388,Ramdaga,Chanho,Ranchi,23.5898494720459,84.99799346923828
389,Rol (Rola),Chanho,Ranchi,23.493270874023438,85.03005981445312
390,Silagain,Chanho,Ranchi,23.44831085205078,84.95741271972656
391,Sisai,Chanho,Ranchi,23.41329002380371,84.93695068359375
392,Sonchipi,Chanho,Ranchi,23.47273063659668,85.05724334716797
393,Sonrkhap,Chanho,Ranchi,23.546810150146484,84.9242172241211
394,Sons,Chanho,Ranchi,23.514419555664062,84.95732879638672
395,Soparam,Chanho,Ranchi,23.52252960205078,85.07440948486328
396,Sukurhutte,Chanho,Ranchi,23.49720001220703,84.99120330810547
397,Tala,Chanho,Ranchi,23.518800735473633,85.00322723388672
398,Tangar,Chanho,Ranchi,23.48196029663086,85.02250671386719
399,Taranga,Chanho,Ranchi,23.502599716186523,85.06134796142578
400,Baridih,Itki,Ranchi,23.329370498657227,85.1327133178711
401,Bhandra,Itki,Ranchi,23.298959732055664,85.07964324951172
402,Bindhani,Itki,Ranchi,23.306859970092773,85.14290618896484
403,Boreya,Itki,Ranchi,23.324600219726562,85.0796890258789
404,Chachgura,Itki,Ranchi,23.351240158081055,85.12454986572266
405,Chinaro,Itki,Ranchi,23.268199920654297,85.13316345214844
406,Dola,Itki,Ranchi,23.263629913330078,85.08148956298828
