,Village,Village Latitude,Village Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Summary,Venue Type
2837,Rangpuri,28.536029815673828,77.12246704101562,D Marks Hotel & Resorts,28.536120728607344,77.11334378159022,Hotel,This spot is popular,general
2838,Rangpuri,28.536029815673828,77.12246704101562,The Spa,28.543649955103373,77.11942338375913,Spa,This spot is popular,general
2839,Rangpuri,28.536029815673828,77.12246704101562,Savannah Bar,28.543694395356958,77.11950433480061,Hotel Bar,This spot is popular,general
2840,Rangpuri,28.536029815673828,77.12246704101562,Mahipalpur Market street,28.542177583070703,77.12911527146709,Road,This spot is popular,general
2841,Sarojini Nagar,28.57570075988769,77.19361877441406,The Leela Palace,28.579923208960246,77.18929069931625,Hotel,This spot is popular,general
2842,Sarojini Nagar,28.57570075988769,77.19361877441406,Jamavar Kashmiri Restaurant @ The Leela,28.580142785889475,77.18926702333043,Indian Restaurant,This spot is popular,general
2843,Sarojini Nagar,28.57570075988769,77.19361877441406,Library Bar,28.580116202772658,77.18979479443512,Cocktail Bar,This spot is popular,general
2844,Sarojini Nagar,28.57570075988769,77.19361877441406,Le Cirque,28.5797579061002,77.18937425959463,French Restaurant,This spot is popular,general
2845,Sarojini Nagar,28.57570075988769,77.19361877441406,"The Rooftop Pool, Leela Palace Delhi",28.579877848598322,77.18930577597953,Pool,This spot is popular,general
2846,Sarojini Nagar,28.57570075988769,77.19361877441406,Sarojini Nagar Market,28.577801910598364,77.19634685113205,Market,This spot is popular,general
2847,Sarojini Nagar,28.57570075988769,77.19361877441406,The Qube,28.58016233519692,77.1892701263573,Breakfast Spot,This spot is popular,general
2848,Sarojini Nagar,28.57570075988769,77.19361877441406,Khaandani Pakore Wala (Pakoda Point),28.56960468088083,77.19388957301648,Snack Place,This spot is popular,general
2849,Sarojini Nagar,28.57570075988769,77.19361877441406,Megu,28.580273128581677,77.18976804878798,Japanese Restaurant,This spot is popular,general
2850,Sarojini Nagar,28.57570075988769,77.19361877441406,Tamil Nadu House Canteen,28.583111926681426,77.19103325736886,Indian Restaurant,This spot is popular,general
2851,Sarojini Nagar,28.57570075988769,77.19361877441406,Domino's Pizza,28.576,77.195,Pizza Place,This spot is popular,general
2852,Sarojini Nagar,28.57570075988769,77.19361877441406,ESPA,28.579906235296313,77.18971525036594,Spa,This spot is popular,general
2853,Sarojini Nagar,28.57570075988769,77.19361877441406,Chimney Sizzlers,28.584257123665918,77.19172105387057,Chinese Restaurant,This spot is popular,general
2854,Sarojini Nagar,28.57570075988769,77.19361877441406,McDonald's,28.57651519110731,77.19609978713844,Fast Food Restaurant,This spot is popular,general
2855,Sarojini Nagar,28.57570075988769,77.19361877441406,Rdbd Rang de Basanti Dhaba,28.576552126905252,77.19525190451647,Indian Restaurant,This spot is popular,general
2856,Sarojini Nagar,28.57570075988769,77.19361877441406,Haldiram's,28.576374358811357,77.19526594231465,Indian Restaurant,This spot is popular,general
2857,Sarojini Nagar,28.57570075988769,77.19361877441406,Yashwant Place,28.584328859422833,77.19170870025458,Indian Restaurant,This spot is popular,general
2858,Sarojini Nagar,28.57570075988769,77.19361877441406,South Square Mall,28.576385639619655,77.1953249012722,Shopping Mall,This spot is popular,general
2859,Sarojini Nagar,28.57570075988769,77.19361877441406,Harajuku Delights,28.577601884506898,77.19435347922597,Dessert Shop,This spot is popular,general
2860,Sarojini Nagar,28.57570075988769,77.19361877441406,South Square Multilevel Parking,28.577434381339522,77.19562250296497,Department Store,This spot is popular,general
2861,Sarojini Nagar,28.57570075988769,77.19361877441406,Giani Ice Cream,28.56867161499847,77.19860970874618,Ice Cream Shop,This spot is popular,general
2862,Sarojini Nagar,28.57570075988769,77.19361877441406,Chanakya Pan,28.584085669273843,77.19022922332752,Smoke Shop,This spot is popular,general
2863,Sarojini Nagar,28.57570075988769,77.19361877441406,The Chanakya,28.58426,77.190685,Shopping Mall,This spot is popular,general
2864,Sagar Pur,28.605899810791016,77.09554290771484,Janak Cinema,28.609650975114157,77.09243792114047,Movie Theater,This spot is popular,general
2865,Sagar Pur,28.605899810791016,77.09554290771484,Cinepolis Janak,28.611002,77.09375,Movie Theater,This spot is popular,general
2866,Sagar Pur,28.605899810791016,77.09554290771484,Relience fresh,28.611279893047392,77.09483899038536,Department Store,This spot is popular,general
2867,Sagar Pur,28.605899810791016,77.09554290771484,Aggarwal Restuarant,28.608994097483368,77.1022963208786,Indian Restaurant,This spot is popular,general
2868,Sagar Pur,28.605899810791016,77.09554290771484,Mother Dairy,28.612525461837564,77.09278772175207,Grocery Store,This spot is popular,general
2869,Vasant Kunj,28.53152084350586,77.15019226074219,Monkey Bar (Monkey Bar New Delhi),28.53657802581153,77.14766875358471,Gastropub,This spot is popular,general
2870,Vasant Kunj,28.53152084350586,77.15019226074219,Barbeque Nation,28.53647598739634,77.14763307724023,BBQ Joint,This spot is popular,general
2871,Vasant Kunj,28.53152084350586,77.15019226074219,Nanking,28.536518036890165,77.14803861838118,Chinese Restaurant,This spot is popular,general
2872,Vasant Kunj,28.53152084350586,77.15019226074219,The Biker's Cafe,28.529229426074412,77.1555013125738,Café,This spot is popular,general
2873,Vasant Kunj,28.53152084350586,77.15019226074219,Domino's Pizza,28.525263341883353,77.15648428627065,Pizza Place,This spot is popular,general
2874,Vasant Kunj,28.53152084350586,77.15019226074219,Cafe Coffee Day,28.53698565925996,77.14777919784306,Café,This spot is popular,general
2875,Vasant Kunj,28.53152084350586,77.15019226074219,Sagar ratna,28.52522464043285,77.15564847829405,Vegetarian / Vegan Restaurant,This spot is popular,general
2876,Vasant Kunj,28.53152084350586,77.15019226074219,KFC,28.524994013280804,77.15590428073027,Fast Food Restaurant,This spot is popular,general
2877,Vasant Kunj,28.53152084350586,77.15019226074219,The Grand,28.538991461540363,77.15186960637845,Hotel,This spot is popular,general
2878,Vasant Kunj,28.53152084350586,77.15019226074219,Nirula's,28.532361759103644,77.15127193685483,Fast Food Restaurant,This spot is popular,general
2879,Vasant Kunj,28.53152084350586,77.15019226074219,"Nirulas B-10, Market Vasant Kunj",28.53127616657988,77.15378811053502,Burger Joint,This spot is popular,general
2880,Vasant Kunj,28.53152084350586,77.15019226074219,Vatika Park,28.534927924619954,77.14688449917467,Park,This spot is popular,general
2881,Vasant Kunj,28.53152084350586,77.15019226074219,Cascades,28.53874169924952,77.1524905542137,Restaurant,This spot is popular,general
2882,Vasant Kunj,28.53152084350586,77.15019226074219,Spa Hibiscus,28.524673699610705,77.15447221175339,Spa,This spot is popular,general
2883,Vasant Kunj,28.53152084350586,77.15019226074219,'It' Italian Restaurant @ The Grand,28.53915624284343,77.1521366727647,Italian Restaurant,This spot is popular,general
2884,Vasant Kunj,28.53152084350586,77.15019226074219,Subway,28.524936321243825,77.15636632985878,Sandwich Place,This spot is popular,general
2885,Vasant Kunj,28.53152084350586,77.15019226074219,Pocket Bar,28.524817125361977,77.1565177205797,Bar,This spot is popular,general
2886,Vasant Kunj,28.53152084350586,77.15019226074219,Sawadhee,28.53790209739553,77.14303088563548,Spa,This spot is popular,general
2887,Vasant Kunj,28.53152084350586,77.15019226074219,G Bar,28.53884856501935,77.15189368957716,Nightclub,This spot is popular,general
2888,Vasant Vihar,28.564950942993164,77.16136169433594,PCO,28.561635344367186,77.1555896199453,Speakeasy,This spot is popular,general
2889,Vasant Vihar,28.564950942993164,77.16136169433594,Golden Dragon,28.567697449763617,77.15890517539506,Chinese Restaurant,This spot is popular,general
2890,Vasant Vihar,28.564950942993164,77.16136169433594,Modern Bazaar,28.55885370174152,77.16389799627471,Department Store,This spot is popular,general
2891,Vasant Vihar,28.564950942993164,77.16136169433594,Alkakori Alkauser Mughlai Food,28.56511762032796,77.16720141315803,Indian Restaurant,This spot is popular,general
2892,Vasant Vihar,28.564950942993164,77.16136169433594,Godrej's Nature's Basket,28.557430670144427,77.1638535218248,Gourmet Shop,This spot is popular,general
2893,Vasant Vihar,28.564950942993164,77.16136169433594,Le Marche,28.557330594716483,77.16400067716744,Food & Drink Shop,This spot is popular,general
2894,Vasant Vihar,28.564950942993164,77.16136169433594,The Piano Man Art Cafe,28.557488459268708,77.16397904994379,Café,This spot is popular,general
2895,Vasant Vihar,28.564950942993164,77.16136169433594,Vasant Vihar Club,28.563927776198813,77.15619669705276,Gym,This spot is popular,general
2896,Vasant Vihar,28.564950942993164,77.16136169433594,Yo! China,28.557967463265673,77.16426958310775,Chinese Restaurant,This spot is popular,general
2897,Vasant Vihar,28.564950942993164,77.16136169433594,Sartoria,28.558936931298675,77.16418175670036,Italian Restaurant,This spot is popular,general
2898,Vasant Vihar,28.564950942993164,77.16136169433594,Turquoise Cottage,28.557387244099225,77.16348380957866,Pub,This spot is popular,general
2899,Vasant Vihar,28.564950942993164,77.16136169433594,Dunkin' Donuts,28.557533257995065,77.16416294618206,Donut Shop,This spot is popular,general
2900,Vasant Vihar,28.564950942993164,77.16136169433594,KFC,28.55747664357695,77.16408898760389,Fast Food Restaurant,This spot is popular,general
2901,Vasant Vihar,28.564950942993164,77.16136169433594,McDonald's,28.557372192605847,77.16352104853003,Fast Food Restaurant,This spot is popular,general
2902,Vasant Vihar,28.564950942993164,77.16136169433594,Jaypee Vasant Continental,28.556412862015613,77.16424219781567,Hotel,This spot is popular,general
2903,Vasant Vihar,28.564950942993164,77.16136169433594,Arabian Nights,28.557324099356645,77.16422609045838,Middle Eastern Restaurant,This spot is popular,general
2904,Vasant Vihar,28.564950942993164,77.16136169433594,Domino's Pizza,28.56,77.167,Pizza Place,This spot is popular,general
2905,Vasant Vihar,28.564950942993164,77.16136169433594,Kylin,28.561145314865772,77.1575595297581,Asian Restaurant,This spot is popular,general
2906,Vasant Vihar,28.564950942993164,77.16136169433594,Barista Lavazza,28.559193975714376,77.1638535218248,Café,This spot is popular,general
2907,Vasant Vihar,28.564950942993164,77.16136169433594,Barista,28.557157645673982,77.16411001391464,Café,This spot is popular,general
2908,Vasant Vihar,28.564950942993164,77.16136169433594,cafe coffee day,28.557157499077356,77.16394338773527,Coffee Shop,This spot is popular,general
2909,Vasant Vihar,28.564950942993164,77.16136169433594,PVR Priya,28.557280439444693,77.16442079924661,Movie Theater,This spot is popular,general
2910,Vasant Vihar,28.564950942993164,77.16136169433594,Vasant Vihar A-Block Park,28.567196569935927,77.16353606992524,Park,This spot is popular,general
2911,Vasant Vihar,28.564950942993164,77.16136169433594,Breads & More,28.567828153671986,77.15843335863812,Bakery,This spot is popular,general
2912,Vasant Vihar,28.564950942993164,77.16136169433594,Gloria Jean's Coffees,28.558765101374494,77.163959418478,Coffee Shop,This spot is popular,general
2913,Vasant Vihar,28.564950942993164,77.16136169433594,Eggspectation,28.55643993877034,77.16406110258997,Restaurant,This spot is popular,general
2914,Vasant Vihar,28.564950942993164,77.16136169433594,Passion My Cup Of Tea,28.56114550270455,77.15750095335878,Tea Room,This spot is popular,general
2915,Vasant Vihar,28.564950942993164,77.16136169433594,The Asia Kitchen,28.558754559236927,77.164036594055,Chinese Restaurant,This spot is popular,general
2916,Vasant Vihar,28.564950942993164,77.16136169433594,Costa Coffee,28.557147577998812,77.16424641720108,Café,This spot is popular,general
2917,Vasant Vihar,28.564950942993164,77.16136169433594,Priya's Complex,28.55749997282806,77.1641680522145,Nightlife Spot,This spot is popular,general
2918,Vasant Vihar,28.564950942993164,77.16136169433594,Hokey Pokey,28.558910014830207,77.16410065291528,Ice Cream Shop,This spot is popular,general
2919,Vasant Vihar,28.564950942993164,77.16136169433594,Barrels,28.55771890323536,77.164297234098,Restaurant,This spot is popular,general
2920,Vasant Vihar,28.564950942993164,77.16136169433594,Gold's Gym,28.55847469914499,77.16437533987434,Gym / Fitness Center,This spot is popular,general
2921,Vasant Vihar,28.564950942993164,77.16136169433594,Pizza Hut,28.557583100925026,77.16407127370172,Pizza Place,This spot is popular,general
2922,Vasant Vihar,28.564950942993164,77.16136169433594,Soi Thai,28.557990135721834,77.1638535218248,Thai Restaurant,This spot is popular,general
2923,Vasant Vihar,28.564950942993164,77.16136169433594,Religare Wellness - Palam Marg,28.57252984106474,77.16236510781243,Pharmacy,This spot is popular,general
2924,Ashok Nagar,28.63451957702637,77.10176849365234,Zara | जा़रा,28.64246808621033,77.10653617124635,Clothing Store,This spot is popular,general
2925,Ashok Nagar,28.63451957702637,77.10176849365234,Manjeet Chicken,28.631451808276633,77.09793841882282,Fried Chicken Joint,This spot is popular,general
2926,Ashok Nagar,28.63451957702637,77.10176849365234,Dunkin Donuts,28.630660092151338,77.09914373056394,Donut Shop,This spot is popular,general
2927,Ashok Nagar,28.63451957702637,77.10176849365234,PVR Cinemas,28.642439020761362,77.10650038448208,Multiplex,This spot is popular,general
2928,Ashok Nagar,28.63451957702637,77.10176849365234,Haldiram's,28.6424586594383,77.1065022497266,Indian Restaurant,This spot is popular,general
2929,Ashok Nagar,28.63451957702637,77.10176849365234,Pacific Mall,28.642333976274138,77.10650390377636,Shopping Mall,This spot is popular,general
2930,Ashok Nagar,28.63451957702637,77.10176849365234,Shiv Murti,28.63638844931407,77.11105120819529,Sculpture Garden,This spot is popular,general
2931,Ashok Nagar,28.63451957702637,77.10176849365234,Om Sweets,28.62791929282436,77.10020022282467,Indian Restaurant,This spot is popular,general
2932,Ashok Nagar,28.63451957702637,77.10176849365234,Starbucks,28.642140194894882,77.10662155044157,Coffee Shop,This spot is popular,general
2933,Ashok Nagar,28.63451957702637,77.10176849365234,Mad Over Donuts,28.64233575995254,77.10649583072777,Donut Shop,This spot is popular,general
2934,Ashok Nagar,28.63451957702637,77.10176849365234,Carl's Jr.,28.64223988792683,77.10642659451979,Fast Food Restaurant,This spot is popular,general
2935,Ashok Nagar,28.63451957702637,77.10176849365234,Gloria Jean's Coffees,28.642222516770108,77.10666720344585,Café,This spot is popular,general
2936,Ashok Nagar,28.63451957702637,77.10176849365234,Lifestyle Store,28.642456716012106,77.10651248983024,Shopping Mall,This spot is popular,general
2937,Ashok Nagar,28.63451957702637,77.10176849365234,PVR Premiere,28.642450976245378,77.10660880282632,Multiplex,This spot is popular,general
2938,Ashok Nagar,28.63451957702637,77.10176849365234,Spaghetti Kitchen,28.642186662979878,77.10660453958414,Italian Restaurant,This spot is popular,general
